starttime	seconds	ctime	dtime	ttime	wait
Wed Dec 06 18:26:34 2023	1701915994	126	536	662	85
Wed Dec 06 18:22:02 2023	1701915722	262	400	662	326
Wed Dec 06 18:22:02 2023	1701915722	262	400	662	324
Wed Dec 06 18:20:49 2023	1701915649	125	538	662	427
Wed Dec 06 18:26:14 2023	1701915974	17	646	662	573
Wed Dec 06 18:20:27 2023	1701915627	43	619	662	492
Wed Dec 06 18:25:05 2023	1701915905	493	170	662	151
Wed Dec 06 18:21:17 2023	1701915677	356	307	663	270
Wed Dec 06 18:23:29 2023	1701915809	344	319	663	245
Wed Dec 06 18:24:23 2023	1701915863	306	357	664	352
Wed Dec 06 18:22:22 2023	1701915742	159	505	664	240
Wed Dec 06 18:22:22 2023	1701915742	159	505	664	371
Wed Dec 06 18:26:52 2023	1701916012	253	411	664	183
Wed Dec 06 18:22:22 2023	1701915742	159	505	664	371
Wed Dec 06 18:20:35 2023	1701915635	146	518	665	181
Wed Dec 06 18:23:39 2023	1701915819	141	524	665	214
Wed Dec 06 18:23:07 2023	1701915787	109	556	665	486
Wed Dec 06 18:20:16 2023	1701915616	119	547	665	164
Wed Dec 06 18:23:07 2023	1701915787	109	556	665	486
Wed Dec 06 18:26:14 2023	1701915974	19	647	665	570
Wed Dec 06 18:26:22 2023	1701915982	110	555	666	458
Wed Dec 06 18:21:19 2023	1701915679	264	402	666	113
Wed Dec 06 18:22:05 2023	1701915725	301	365	666	327
Wed Dec 06 18:22:05 2023	1701915725	301	365	666	327
Wed Dec 06 18:23:39 2023	1701915819	141	524	666	144
Wed Dec 06 18:21:04 2023	1701915664	557	108	666	54
Wed Dec 06 18:22:02 2023	1701915722	267	399	666	324
