starttime	seconds	ctime	dtime	ttime	wait
Wed Dec 06 18:31:28 2023	1701916288	18	48	66	23
Wed Dec 06 18:30:58 2023	1701916258	27	40	66	37
Wed Dec 06 18:31:27 2023	1701916287	15	51	66	51
Wed Dec 06 18:31:34 2023	1701916294	30	36	66	22
Wed Dec 06 18:31:43 2023	1701916303	32	34	66	33
Wed Dec 06 18:31:29 2023	1701916289	11	55	66	53
Wed Dec 06 18:30:53 2023	1701916253	17	49	66	26
Wed Dec 06 18:31:09 2023	1701916269	47	19	66	14
Wed Dec 06 18:31:27 2023	1701916287	18	48	66	47
Wed Dec 06 18:31:27 2023	1701916287	18	48	66	45
Wed Dec 06 18:31:18 2023	1701916278	38	28	66	25
Wed Dec 06 18:31:29 2023	1701916289	11	55	66	53
Wed Dec 06 18:31:08 2023	1701916268	8	58	66	47
Wed Dec 06 18:31:27 2023	1701916287	18	48	67	45
Wed Dec 06 18:30:47 2023	1701916247	20	46	67	21
Wed Dec 06 18:31:27 2023	1701916287	18	48	67	46
Wed Dec 06 18:31:27 2023	1701916287	15	51	67	51
Wed Dec 06 18:31:08 2023	1701916268	9	58	67	46
Wed Dec 06 18:30:53 2023	1701916253	18	49	67	26
Wed Dec 06 18:31:19 2023	1701916279	37	30	67	28
Wed Dec 06 18:30:53 2023	1701916253	18	49	67	26
Wed Dec 06 18:31:18 2023	1701916278	38	28	67	25
Wed Dec 06 18:30:58 2023	1701916258	27	40	67	39
Wed Dec 06 18:31:39 2023	1701916299	25	42	67	16
Wed Dec 06 18:31:18 2023	1701916278	38	29	67	28
Wed Dec 06 18:31:32 2023	1701916292	35	32	67	27
Wed Dec 06 18:31:11 2023	1701916271	18	49	67	49
Wed Dec 06 18:31:16 2023	1701916276	27	40	67	27
Wed Dec 06 18:31:28 2023	1701916288	45	22	67	14
Wed Dec 06 18:31:33 2023	1701916293	40	27	67	17
Wed Dec 06 18:30:47 2023	1701916247	26	41	67	41
Wed Dec 06 18:31:06 2023	1701916266	19	48	67	48
Wed Dec 06 18:31:33 2023	1701916293	40	27	67	17
